CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
06-07-2022,3,130000,3500,3 out of 5,Flat,Jubilee Hills,Hyderabad,Semi-Furnished,Family,3,Contact Agent,130000,
08-07-2022,3,27000,1850,5 out of 6,Bangalo,"Red Hills, Lakdikapul, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,27000,
02-07-2022,2,16000,1210,3 out of 5,Bangalo,Secunderabad,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,16000,
06-06-2022,2,13000,1400,Ground out of 1,Bangalo,"Mallampet, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,13000,
04-06-2022,2,10000,950,Ground out of 4,Bangalo,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000,
22-06-2022,2,10000,878,3 out of 4,Bangalo,Malkajgiri,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000,
06-05-2022,2,17000,875,2 out of 6,Bangalo,"Bolarum, Medchal Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,17000,
02-06-2022,2,12500,300,3 out of 4,Bangalo,"Vanasthalipuram, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,12500,
14-06-2022,3,25000,1800,4 out of 5,Bangalo,Nizampet,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,25000,
02-07-2022,3,35000,1956,1 out of 9,Bangalo,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,35000,
25-05-2022,2,12000,800,2 out of 4,Bangalo,"Kachiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,12000,
29-05-2022,2,12000,1175,5 out of 5,Bangalo,Shamirpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000,
25-06-2022,2,15000,1080,3 out of 4,Bangalo,Anupuram Colony,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000,
06-07-2022,3,45000,1955,1 out of 19,Bangalo,Kondapur,Hyderabad,Unfurnished,Bachelors,3,Contact Agent,45000,
06-07-2022,2,20000,950,1 out of 5,Bangalo,Masab Tank,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,20000,
02-07-2022,2,15000,800,2 out of 3,Bangalo,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000,
06-05-2022,2,10000,1090,2 out of 4,Bangalo,"Hyder Shah Kote, Chevella Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000,
09-07-2022,3,15000,1450,2 out of 5,Flat,Bandari Layout,Hyderabad,Semi-Furnished,Family,3,Contact Owner,15000,
07-07-2022,2,19800,1070,3 out of 4,Flat,KPHB Road,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,19800,
06-05-2022,2,8500,60,3 out of 5,Bangalo,"Gulmohar Park Colony, Serilingampally",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,8500,
06-07-2022,4,130000,3133,14 out of 14,Flat,"Vittal Rao Nagar, Hitech City",Hyderabad,Furnished,Family,5,Contact Agent,130000,
10-07-2022,1,8500,900,2 out of 2,Flat,in Trimulgherry,Hyderabad,Unfurnished,Family,1,Contact Owner,8500,
16-05-2022,1,4500,60,1 out of 2,Bangalo,"Hayathnagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4500,
10-06-2022,2,9000,600,3 out of 4,Bangalo,Kapra,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9000,
10-07-2022,1,13000,750,3 out of 3,Flat,Hyderaguda-Attapur,Hyderabad,Semi-Furnished,Family,1,Contact Owner,13000,
06-07-2022,2,18000,900,2 out of 4,Bangalo,Jubilee Hills,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,18000,
04-07-2022,3,26000,1800,2 out of 4,Flat,filmnagar. hydrabad,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,26000,
20-05-2022,1,17000,470,3 out of 5,Bangalo,Kondapur,Hyderabad,Furnished,Bachelors/Family,1,Contact Agent,17000,
06-05-2022,2,9000,720,1 out of 3,Bangalo,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9000,
12-05-2022,1,8000,450,Ground out of 3,Bangalo,"Somajiguda, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,8000,
06-07-2022,2,10000,600,7 out of 7,Bangalo,Madhura Nagar-Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000,
26-06-2022,2,12000,1100,1 out of 1,Bangalo,"Hyder Shah Kote, Chevella Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000,
27-06-2022,2,14000,1300,3 out of 3,Bangalo,IAS Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,14000,
25-06-2022,2,25000,1500,Ground out of 2,Bangalo,Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,25000,
05-07-2022,2,22000,1200,4 out of 8,Bangalo,Gachibowli,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,22000,
29-05-2022,4,45000,3000,3 out of 4,Bangalo,Hitech City,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,45000,
26-06-2022,3,20000,2000,1 out of 1,Flat,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,20000,
14-06-2022,2,16000,800,2 out of 4,Bangalo,"Lakdikapul, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,16000,
08-07-2022,3,35000,1000,3 out of 6,Flat,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,35000,
12-05-2022,2,15000,1200,2 out of 3,Bangalo,"Manikonda, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000,
18-06-2022,1,5500,400,1 out of 2,Bangalo,"Ramanthapur, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Builder,5500,
04-06-2022,3,35000,1250,4 out of 5,Flat,"Somajiguda, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,35000,
04-07-2022,1,14000,700,5 out of 5,Flat,"Chanda Naik Nagar, Madhapur",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,14000,
06-07-2022,2,25000,1100,1 out of 5,Bangalo,"Alkapur Township, Hyderabad",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,25000,
06-06-2022,4,36000,2050,1 out of 3,Bangalo,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,36000,
06-07-2022,2,20000,1428,4 out of 8,Bangalo,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Semi-Furnished,Family,2,Contact Agent,20000,
22-05-2022,3,30000,1700,3 out of 5,Flat,"Ashok Nagar, Himayath Nagar",Hyderabad,Furnished,Family,3,Contact Agent,30000,
02-07-2022,2,12000,1140,2 out of 5,Bangalo,"Kismatpur, Outer Ring Road",Hyderabad,Semi-Furnished,Family,2,Contact Owner,12000,
22-05-2022,2,16000,1000,2 out of 5,Bangalo,"Ashok Nagar, Himayath Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,16000,
03-06-2022,2,13000,1160,3 out of 5,Bangalo,"Pragathi Nagar, Kukatpally",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,13000,
05-07-2022,3,22000,3000,3 out of 5,Flat,sri sai arcade madinaguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,22000,
06-07-2022,1,15000,450,1 out of 3,Bangalo,Madhapur,Hyderabad,Unfurnished,Family,1,Contact Agent,15000,
06-05-2022,3,14000,1540,2 out of 5,Bangalo,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,14000,
06-05-2022,2,8000,1000,2 out of 8,Bangalo,"Saroornagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,8000,
06-07-2022,3,57000,1417,7 out of 30,Flat,Nanakaramguda,Hyderabad,Furnished,Bachelors,3,Contact Agent,57000,
31-05-2022,3,1200,2100,1 out of 3,Flat,"Uppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,1200,
08-07-2022,2,8000,550,4 out of 4,Flat,Ram nagar,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,8000,
18-05-2022,3,15000,1600,1 out of 5,Bangalo,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,15000,
10-07-2022,2,17000,1200,4 out of 5,Bangalo,"Madinaguda, Hafeezpet, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,17000,
18-06-2022,2,12000,500,1 out of 2,Bangalo,"Saidabad Colony, Sayeedabad",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,12000,
17-06-2022,3,25000,1300,Ground out of 5,Flat,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,25000,
25-06-2022,2,13000,600,1 out of 3,Bangalo,Ramchandrapuram Mandal,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,13000,
25-06-2022,3,35000,1565,1 out of 6,Flat,"KMR Estates, Serilingampally",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,35000,
06-07-2022,1,6500,350,2 out of 4,Bangalo,Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6500,
03-06-2022,2,11000,1100,1 out of 4,Bangalo,"Padmanabha Nagar, Mehdipatnam",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,11000,
12-05-2022,2,25000,1200,1 out of 6,Bangalo,Vijay nagar colony m,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,25000,
03-06-2022,3,35000,2000,1 out of 5,Bangalo,"Miyapur, NH 9",Hyderabad,Furnished,Family,3,Contact Owner,35000,
25-05-2022,3,27000,2200,3 out of 6,Bangalo,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,27000,
06-07-2022,3,18000,1400,2 out of 4,Bangalo,Toli Chowki,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,18000,
06-05-2022,3,20000,1950,5 out of 6,Bangalo,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,20000,
16-05-2022,2,8500,130,1 out of 1,Flat,Rampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,8500,
10-06-2022,2,14000,1300,Ground out of 2,Bangalo,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000,
09-06-2022,3,35000,1675,5 out of 12,Bangalo,Gachibowli,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,35000,
06-07-2022,2,16000,1135,3 out of 5,Bangalo,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,16000,
12-05-2022,3,20000,1800,3 out of 4,Bangalo,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,20000,
14-06-2022,3,18000,1400,1 out of 5,Bangalo,Attapur,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,18000,
06-07-2022,4,140000,3698,16 out of 22,Flat,"Gachibowli CUC, Outer Ring Road",Hyderabad,Semi-Furnished,Family,5,Contact Agent,140000,
12-05-2022,2,10000,950,Ground out of 4,Bangalo,"Bolarum, Medchal Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000,
12-05-2022,2,12000,650,1 out of 2,Bangalo,Begumpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000,
24-06-2022,1,5300,100,3 out of 3,Flat,in 1-71/1/a,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,5300,
25-05-2022,2,11000,950,2 out of 3,Flat,IDA Uppal,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,11000,
10-06-2022,2,12000,1000,1 out of 2,Flat,"New Nagole Colony, Kothapet",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,12000,
06-06-2022,2,12000,900,3 out of 4,Flat,Gwachiwali,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,12000,
29-05-2022,3,20000,1800,7 out of 10,Flat,Trimulgherry,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,20000,
02-07-2022,2,13000,1000,2 out of 3,Bangalo,Kapra,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,13000,
09-05-2022,3,22000,1800,2 out of 5,Bangalo,"Hyder Shah Kote, Chevella Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,22000,
12-05-2022,2,15000,1000,2 out of 4,Bangalo,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000,
12-05-2022,1,5400,450,1 out of 2,Bangalo,Jeedimetla,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,5400,
28-05-2022,3,16500,1771,2 out of 5,Bangalo,Bandam Kommu,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,16500,
29-06-2022,2,12000,1150,4 out of 5,Flat," in Erragadda, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,12000,
22-06-2022,2,8500,1000,2 out of 3,Bangalo,Musheerabad,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,8500,
08-05-2022,2,14000,1050,2 out of 5,Flat,Attapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,14000,
08-06-2022,3,15000,1500,2 out of 3,Flat,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000,
12-05-2022,2,6000,750,1 out of 2,Bangalo,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,6000,
12-05-2022,2,14000,1100,Ground out of 4,Bangalo,Mehdipatnam,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000,
29-06-2022,2,15000,800,Ground out of 3,Bangalo,Road no 3 banjara hills hyderabad 500035,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000,
02-07-2022,3,37000,150,1 out of 5,Flat,Jubilee Hills,Hyderabad,Unfurnished,Bachelors,3,Contact Agent,37000,
30-06-2022,1,6500,750,2 out of 3,Bangalo,"Bapu Nagar, Lakdikapul",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6500,
20-05-2022,2,10000,600,2 out of 3,Bangalo,Borabanda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,10000,
25-05-2022,2,12000,1080,2 out of 3,Bangalo,"Habsiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000,
28-04-2022,2,12000,1100,3 out of 3,Bangalo,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000,
17-05-2022,2,9000,750,2 out of 3,Bangalo,Alwal,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9000,
10-07-2022,3,60000,2405,10 out of 14,Bangalo,"Khaja Guda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors,4,Contact Agent,60000,
30-04-2022,2,18000,1248,4 out of 5,Flat,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000,
02-06-2022,2,14000,1110,2 out of 5,Flat,Dhulapally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000,
10-07-2022,3,50000,2300,2 out of 5,Flat,"Ashok Nagar, Himayath Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,50000,
08-07-2022,2,17000,1000,3 out of 5,Flat,"Madinaguda, Hafeezpet, NH 9",Hyderabad,Furnished,Bachelors,2,Contact Owner,17000,
06-05-2022,2,9000,800,4 out of 5,Bangalo,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9000,
06-07-2022,4,80000,3115,3 out of 3,Bangalo,"Hormany nest Apartments gandipet Apartmentge hyderabad, Hyderabad",Hyderabad,Furnished,Bachelors/Family,5,Contact Owner,80000,
22-06-2022,1,7500,500,1 out of 2,Bangalo,"Saroornagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,7500,
15-05-2022,2,14000,950,5 out of 5,Flat,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,14000,
06-07-2022,2,14000,1374,2 out of 3,Bangalo,Trimulgherry,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000,
30-04-2022,1,10000,1300,Ground out of 1,Flat,Khanapur,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,10000,
25-05-2022,2,17000,1150,5 out of 6,Bangalo,Abhyudaya Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,17000,
02-07-2022,1,6500,450,2 out of 3,Flat,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors,1,Contact Owner,6500,
06-05-2022,2,10000,927,3 out of 5,Bangalo,Bachupally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000,
25-06-2022,3,22000,1500,4 out of 5,Bangalo,"Rajendra Nagar, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,22000,
06-07-2022,2,15000,1200,1 out of 3,Bangalo,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000,
29-05-2022,2,12000,1200,Ground out of 2,Bangalo,Patelguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000,
06-07-2022,3,52000,2800,16 out of 19,Flat,"Kokapet, Outer Ring Road",Hyderabad,Furnished,Family,3,Contact Agent,52000,
06-05-2022,1,6500,562,3 out of 4,Bangalo,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6500,
19-06-2022,2,20000,1500,1 out of 3,Bangalo,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000,
06-05-2022,3,25000,1950,Ground out of 3,Bangalo,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,25000,
10-07-2022,3,14000,1360,3 out of 8,Bangalo,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors,2,Contact Owner,14000,
25-06-2022,3,25000,1800,1 out of 3,Bangalo,Prashanth hills,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,25000,
31-05-2022,2,12500,950,2 out of 8,Bangalo,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12500,
05-07-2022,2,12000,780,3 out of 3,Flat,Sri BALAJI CLASSIC BHAVANI NAGAR RD NO 5,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,12000,
10-06-2022,1,10000,500,1 out of 3,Bangalo,"Khairatabad, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,10000,
18-05-2022,2,17000,1050,3 out of 5,Bangalo,"Ashok Nagar, Himayath Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,17000,
10-07-2022,1,15500,600,Upper Basement out of 5,Flat,Kondapur,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent,15500,
29-05-2022,3,65000,1800,Ground out of 1,Flat,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,65000,
06-07-2022,3,60000,1800,14 out of 30,Flat,Gachibowli,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Agent,60000,
06-07-2022,3,45000,1900,4 out of 10,Flat,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent,45000,
18-06-2022,2,10500,1100,3 out of 5,Bangalo,"Safilguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10500,
24-05-2022,2,9000,200,2 out of 7,Bangalo,BHEL,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,9000,
06-05-2022,3,20000,1400,3 out of 5,Bangalo,Nawab Saheb Kunta,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,20000,
06-07-2022,2,20000,1200,2 out of 5,Flat,Kondapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent,20000,
06-05-2022,3,18000,1600,2 out of 5,Bangalo,"Quthbullapur, NH 7",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,18000,
06-05-2022,2,12000,1150,2 out of 5,Bangalo,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000,
06-05-2022,2,12000,130,2 out of 3,Bangalo,"Subhash Nagar, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000,
27-06-2022,4,120000,3800,1 out of 1,Flat,"MLA Colony, Banjara Hills",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent,120000,
30-04-2022,3,28000,1720,4 out of 10,Bangalo,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,28000,
30-04-2022,1,6000,500,1 out of 3,Bangalo,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6000,
14-06-2022,2,12500,1200,2 out of 6,Bangalo,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12500,
06-05-2022,4,31000,2400,2 out of 4,Bangalo,"Upparpally, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,31000,
25-05-2022,2,7000,800,3 out of 4,Bangalo,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,7000,
24-06-2022,2,22000,1300,4 out of 5,Bangalo,"Basheer Bagh, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,22000,
30-04-2022,2,17500,1400,4 out of 6,Bangalo,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,17500,
04-06-2022,2,14000,650,1 out of 3,Bangalo,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,14000,
12-06-2022,2,9500,103,2 out of 4,Bangalo,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9500,
30-04-2022,1,7000,950,1 out of 5,Bangalo,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,7000,
06-05-2022,3,15000,1500,3 out of 5,Bangalo,RTC Colony-Chandanagar,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,15000,
30-06-2022,3,15000,1550,5 out of 5,Flat," in Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000,
06-07-2022,2,10000,140,2 out of 4,Bangalo,"Sivarampalli, Hyderabad Expressway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000,
06-07-2022,3,14000,1800,1 out of 2,Bangalo,Kanchan Bagh,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,14000,
08-07-2022,4,85000,2550,2 out of 3,Flat,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent,85000,
12-05-2022,1,5500,500,Ground out of 3,Bangalo,Vikas Nagar-Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,5500,
12-05-2022,2,14000,800,Ground out of 3,Bangalo,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000,
20-05-2022,2,10000,800,1 out of 2,Bangalo,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000,
12-05-2022,2,10000,1300,2 out of 4,Bangalo,"Safilguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000,
12-05-2022,2,13000,600,2 out of 3,Bangalo,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,13000,
12-05-2022,3,20000,1000,2 out of 6,Bangalo,Toli Chowki,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,20000,
10-06-2022,3,25000,1000,1 out of 4,Flat,OU Colony-Shaikpet,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,25000,
12-05-2022,1,7500,500,2 out of 3,Bangalo,"Janachaitanya colony, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,7500,
06-06-2022,1,200000,8000,Ground out of 4,Bangalo," Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,10,Contact Owner,200000,
01-05-2022,2,12000,1100,2 out of 3,Flat,"Gangaram, Chandanagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000,
03-07-2022,2,9500,1100,Ground out of 3,Flat,"Kanaka Durga Colony, Gudimalkapur",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9500,
06-05-2022,2,12000,200,1 out of 1,Flat,railway employees housing colony Bollarum,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,12000,
25-05-2022,2,10000,1800,2 out of 3,Bangalo,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Family,2,Contact Owner,10000,
08-07-2022,2,8000,190,1 out of 1,Bangalo,Gurramguda balaj homes p no 4,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,8000,
02-07-2022,3,16000,1350,1 out of 3,Bangalo,Saidabad,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,16000,
06-07-2022,2,12333,1200,Ground out of 1,Bangalo,Alwal,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12333,
19-06-2022,1,9500,400,3 out of 4,Flat,"Bharat Nagar, Moosapet",Hyderabad,Unfurnished,Bachelors,1,Contact Owner,9500,
06-07-2022,2,16000,1200,Ground out of 4,Bangalo,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,16000,
30-04-2022,3,20000,1400,4 out of 5,Bangalo,"Saidabad Colony, Sayeedabad",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,20000,
10-06-2022,3,14000,1300,2 out of 3,Flat,Rock Town Colony,Hyderabad,Unfurnished,Bachelors,3,Contact Owner,14000,
01-07-2022,1,7500,400,2 out of 2,Flat,"DNM Colony, Sanath Nagar",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,7500,
06-06-2022,1,13900,650,1 out of 6,Bangalo,Suraram,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,13900,
30-04-2022,1,5500,500,2 out of 3,Bangalo,Vidyanagar,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,5500,
30-04-2022,2,9000,875,4 out of 5,Bangalo,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9000,
24-06-2022,1,4700,850,3 out of 3,Bangalo," in Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4700,
06-05-2022,3,30000,1730,7 out of 9,Bangalo,Nalagandla,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,30000,
31-05-2022,3,16500,1500,2 out of 6,Flat,Kompally,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,16500,
29-06-2022,3,24000,1600,4 out of 4,Flat,Akkineni Homes Yousufguda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,24000,
18-06-2022,2,9500,900,1 out of 2,Bangalo,"Peerzadiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9500,
